"","","","","classificacoes"
"1",0.303060520311519,0.119934039719908,0.651941069762146,3
"2",0.454928637500571,0.112461325936868,0.68599122420298,3
"3",0.455829542135776,0.0978613670615868,0.562770842114917,3
"4",0.374423627371866,0.0981649156480029,0.744345889759697,3
"5",0.315980076517767,0.0778851005728229,0.0402694133338169,2
"6",0.576931149678506,0.109652565686251,0.542029617342291,3
"7",0.338752104297618,0.0809141756217825,0.172807420831616,2
"8",0.479441167376425,0.109920489119162,0.430409848428636,1
"9",0.49882076226852,0.107154502863702,0.900032018007289,3
"10",0.414018929818865,0.108693037282925,0.698244814378615,3
"11",0.553481909921269,0.108275170923966,0.751518736901834,3
"12",0.538816213925386,0.115388924543212,0.607425544227561,3
"13",0.482336774635375,0.0997477714547777,0.703198092527413,3
"14",0.449271278453674,0.11056544778229,0.634612223688613,3
"15",0.316533305426335,0.139402036154709,0.734695154640933,3
"16",0,0.0442832561688461,0.294402340107999,1
"17",0.68188539072677,0.107646935064339,0.378629130236259,3
"18",0.449719776944391,0.105136500838206,0.448275732279271,1
"19",0.201912376164556,1,0.170519513794195,1
"20",0.34537006192796,0.107739286496692,0.763830947322091,3
"21",0.31453484201234,0.116311978637716,0.666498022889478,3
"22",0.568057790991287,0.110397636444478,0.561503967185901,3
"23",0.433668232395012,0.0994843869304697,0.761757658553535,3
"24",0.401226026365285,0.117592685245057,0.359252757298954,1
"25",0.480248345987428,0.0984435707273674,0.534916390197599,3
"26",0.219300423638746,0.325653339264044,0.326975084032427,1
"27",0.399868144797451,0.118912445270618,0.489148395972181,1
"28",0.494432316743801,0.114456721016248,0.65753491394716,3
"29",0.581927988103716,0.118130972224283,0.664597538174065,3
"30",0.629869981869417,0.113132016462103,0.736145264494661,3
"31",0.349651836532954,0.0997057078870986,0.770745850895897,3
"32",0.33714881133753,0.105242334505326,0.359629976841988,1
"33",0.109773715452975,0.0320211614312231,0.231151307850804,1
"34",0.672663319166614,0.109040960819821,1,3
"35",0.524921795189527,0.115923158685265,0.348113734204386,1
"36",0.426819194579661,0.116375505307644,0.613800648746771,3
"37",0.340877988165905,0.112706483201611,0.401477148451961,1
"38",0.446524411796558,0.101665232139408,0.506312711013802,3
"39",0.651402407602457,0.115926212534829,0.72176550427521,3
"40",0.629356372488118,0.113185362168457,0.600755881878637,3
"41",0.420822300518612,0.0902198214691463,0.70866407609292,3
"42",0.58388926197382,0.0995582113626414,0.786251660591137,3
"43",0.458074566947046,0.106474992092912,0.460747694099193,1
"44",0.229535526297472,0.148414496571127,0.0711497058986523,2
"45",0.294865537156501,0.153134447712431,0.516456374117499,1
"46",0.446769527074566,0.0965964654125079,2.5192573087706e-06,2
"47",0.317110294911949,0.107158843874325,1.10706269393638e-05,2
"48",0.463094731040971,0.0906763020382611,1.35694062938049e-06,2
"49",0.321515311510612,0.114327070786773,1.12287753230774e-05,2
"50",0.338949935576532,0.10667194541094,9.10443030367901e-06,2
"51",0.335781042748674,0.105299926001477,9.88655778081814e-06,2
"52",0.327273036582952,0.108046439428656,1.17255565477283e-05,2
"53",0.340130246487916,0.10296512548216,6.64217937928071e-06,2
"54",0.386055128791036,0.0937618320813568,1.37315097911179e-06,2
"55",0.352103507443867,0.107571326499433,8.76834331612488e-06,2
"56",0.302580415469874,0.113680701924951,1.00802472383883e-05,2
"57",0.312488709185894,0.100096378818907,8.34254687175704e-06,2
"58",0.291205915297519,0.118854868254991,1.62537557838266e-05,2
"59",0.389650794696394,0.0891419176187037,2.80160008845351e-06,2
"60",0.37011455794386,0.104132056156231,9.90424371920577e-06,2
"61",0.330627348350183,0.107984149256644,7.70352878035438e-06,2
"62",0.379195847899169,0.100230598641374,6.75585242135044e-06,2
"63",0.326419240479452,0.104138137782942,8.84726502551675e-06,2
"64",0.450168705160836,0.086926239231257,3.37319320297681e-07,2
"65",0.382079554486393,0.100241266244065,7.19154721380217e-06,2
"66",0.418610948452773,0.107344534661873,3.95777461088685e-05,2
"67",0.327808879698407,0.103313887963097,9.12238349609795e-06,2
"68",0.303996671052258,0.106796205489736,1.35915844360516e-05,2
"69",0.27991701241684,0.117771849482126,1.9998378531437e-05,2
"70",0.385139592994411,0.104935995075601,4.32045159235489e-06,2
"71",0.311617416996644,0.118678148505647,1.50518978568299e-05,2
"72",0.319920353941731,0.10866289349896,1.18182680305907e-05,2
"73",0.306908893641678,0.110476383356121,9.19476754273035e-06,2
"74",0.288302728569168,0.116096581213025,1.68802523027746e-05,2
"75",0.336224456157948,0.0999887037003209,7.35940131275308e-06,2
"76",0.474140085245765,0.0965647836227522,6.47194955938521e-06,2
"77",0.302972422466666,0.122712199417259,1.78489845168617e-05,2
"78",0.420465595794905,0.097815809822793,3.04461372803864e-06,2
"79",0.313601280281837,0.107803197710214,1.01482139672222e-05,2
"80",0.349312217035834,0.0973220589232249,5.64391905455342e-06,2
"81",0.483282308150762,0.0913879668050051,1.68972762340705e-06,2
"82",0.446123900166984,0.0892178395142468,7.87185372121237e-07,2
"83",0.354452442768244,0.102325322083985,4.88687511416213e-06,2
"84",0.421448351881436,0.0937234173875782,2.54181673583387e-06,2
"85",0.312441138491526,0.10994498573972,1.34583169883863e-05,2
"86",0.491404635100474,0.0935404612166604,0,2
"87",0.344576896132426,0.105379847941679,6.83766922735512e-06,2
"88",0.356324335405681,0.102570209888525,8.57219758813039e-06,2
"89",0.362647817356904,0.100818692802058,4.53860950223456e-06,2
"90",0.353255383621479,0.103613475893673,7.72094971856253e-06,2
"91",0.752714869373405,0.113059293660328,0.430594095218618,3
"92",0.733128924919991,0.10697040971135,0.487923705235681,3
"93",0.540857883111908,0.103909459662572,0.517425678971645,3
"94",0.377154535292706,0.0759476317125978,0.0262797965859542,2
"95",0.409275786164665,0.0817689109456568,0.484632994734175,1
"96",1,0.11074557587495,0.86246649604753,3
"97",0.563062569086485,0.108049430188017,0.357823311002363,1
"98",0.565953228235065,0.106627134796121,0.554370564563153,3
"99",0.871631990376052,0.107573118200627,0.460732993090855,3
"100",0.655147077141216,0.109487372877069,0.516077156861934,3
"101",0.515898474400928,0.0951378130886456,0.746555967506588,3
"102",0.524144667981564,0.0986414273225557,0.65806567094216,3
"103",0.511651508840375,0.0920539452689127,0.552853602675518,3
"104",0.343905088180562,0.0863461214191638,0.18760841074489,2
"105",0.511483554414548,0.121880633581417,0.676838080151569,3
"106",0.527713163942933,0.104854526507778,0.242427331701703,1
"107",0.378933428476454,0.0957393582066141,0.796008025106901,3
"108",0.539771343421345,0.102396314487491,0.297498812582739,1
"109",0.313080221036425,0.092628731699856,0.355809254055136,1
"110",0.161364942846032,0,0.569246166317418,1
"111",0.675045293567327,0.109831782955103,0.284470353784804,1
"112",0.492930182372634,0.108677371307329,0.629929794508629,3
"113",0.653720160183189,0.11121992050332,0.709590805512802,3
"114",0.478071029364757,0.0977913115557373,0.610779490261619,3
"115",0.325798056592514,0.117620835345995,0.405261861786634,1
"116",0.201330418409534,0.497197328053789,0.348995424481255,1
"117",0.744534595488389,0.111775019048414,0.354919191933414,3
"118",0.573317246101088,0.10977828787355,0.823757679703122,3
"119",0.893700297981865,0.113964372145805,0.708405599044561,3
"120",0.545145819709984,0.109416720555919,0.515138088723727,3
"121",0.524876940029869,0.115839284558376,0.486507510473527,3
"122",0.163890344820127,0.00113690162312257,0.0107088597723941,2
"123",0.284243786686608,0.09661108804575,0.00656376609953003,2
"124",0.460238832787344,0.0968996518856531,0.495043614149969,3
"125",0.354456479957491,0.0818996541624959,0.287748756026533,1
"126",0.208337231627328,0.415536634781609,0.28217834152754,1
"127",0.569385148561589,0.114017706891097,0.848946321818569,3
"128",0.103925446517487,0.0296148648279547,0.444528341425639,1
"129",0.466638984910912,0.111403832771482,0.688341577447808,3
"130",0.362962466576237,0.115783326850632,0.806403485021908,3
"131",0.0631727019445948,0.0350519580122971,0.329836355066534,1
"132",0.485334019081432,0.109863312588981,0.441005802641193,1
"133",0.379465387651658,0.104772716609877,0.625637810683863,3
"134",0.419300948973777,0.105810980303507,0.376579941083911,1
"135",0.369988085504159,0.115819783254216,0.314140865463715,1
